,index,areaWithType,square_feet,transaction,status,furnishing,facing,price_per_sqft,price,current_floor,total_floor,BHK,area
332,1315,2,1250,1,Poss. by Apr '25,1,8,3561,4451250,5.0,14,2,Althan
333,1317,2,1252,1,Ready to Move,1,8,3514,4399528,6.0,15,2,Swagat
334,1318,2,1100,1,Ready to Move,1,3,3273,3600300,6.0,13,2,Jahangirabad
335,1319,2,768,2,Ready to Move,1,5,3060,2350080,3.0,5,1,S2N
336,1324,2,685,2,Ready to Move,1,3,3351,2295435,7.0,12,1,Jahangirabad
337,1325,2,1125,2,Ready to Move,2,3,3556,4000500,3.0,5,2,Palanpur
338,1326,2,1278,1,Poss. by Aug '24,1,3,3521,4499838,8.0,13,2,Laxmi
339,1327,2,1205,2,Ready to Move,3,3,3817,4599485,7.0,13,2,Palanpur
340,1330,1,700,2,Ready to Move,3,3,3500,2450000,8.0,10,2,Palanpur
341,1331,1,550,2,Ready to Move,1,3,3167,1741850,5.0,11,2,Surat
342,1332,2,1250,2,Ready to Move,2,3,3200,4000000,6.0,10,2,Adajan
343,1333,2,1015,2,Ready to Move,1,3,3448,3499720,9.0,13,2,Green
344,1334,1,965,2,Ready to Move,2,8,3612,3485580,6.0,12,2,Nakshatra
345,1335,2,1170,2,Ready to Move,1,3,3248,3800160,2.0,5,2,Rajhans
346,1336,2,1050,2,Ready to Move,1,3,3333,3499650,6.0,12,2,Sangini
347,1337,1,659,1,Ready to Move,1,4,2676,1763484,8.0,8,2,Dindoli
348,1338,2,1180,1,Ready to Move,1,3,3991,4709380,6.0,14,2,Orchid
349,1339,2,1127,1,Ready to Move,1,3,3700,4169900,6.0,19,2,Shiv
350,1342,1,1500,1,Poss. by Apr '25,1,3,2933,4399500,1.0,1,3,in
351,1343,1,600,1,Ready to Move,1,3,3300,1980000,7.0,13,2,Jahangirabad
352,1344,1,698,1,Ready to Move,1,3,3204,2236392,14.0,14,2,Vanakala
353,1345,2,1472,1,Poss. by Jun '25,1,3,2497,3675584,7.0,13,3,Dindoli
354,1346,1,750,2,Ready to Move,1,3,2952,2214000,4.0,7,2,gail
355,1348,2,1275,1,Poss. by Jun '24,1,3,3843,4899825,5.0,13,2,Bhimrad
356,1350,2,1050,2,Ready to Move,1,8,3048,3200400,2.0,5,2,Palanpur
357,1351,2,1246,2,Ready to Move,1,5,3531,4399626,7.0,13,2,Nakshatra
358,1353,2,1180,1,Poss. by Dec '24,1,3,3797,4480460,5.0,13,2,Orchid
359,1354,2,1246,2,Ready to Move,1,3,3291,4100586,5.0,12,2,Coral
360,1355,2,685,1,Ready to Move,1,3,3628,2485180,7.0,12,1,Jahangirabad
361,1356,2,1500,2,Ready to Move,1,4,2933,4399500,2.0,11,3,Palanpur
362,1357,2,1250,1,Poss. by Jul '24,1,3,3600,4500000,5.0,14,2,Orchid
363,1358,2,997,2,Ready to Move,2,3,2508,2500476,7.0,13,1,Palanpur
364,1359,2,1335,1,Poss. by Dec '24,1,3,3199,4270665,5.0,13,2,Vaishnodevi
365,1360,2,950,2,Ready to Move,2,3,3684,3499800,2.0,5,2,LP
366,1361,1,500,2,Ready to Move,2,3,3241,1620500,4.0,5,1,Palanpur
367,1362,2,980,2,Ready to Move,1,8,2551,2499980,4.0,12,1,Adajan
368,1364,1,1000,2,Ready to Move,1,8,3652,3652000,5.0,13,2,Nakshatra
369,1365,1,570,2,Ready to Move,1,3,3691,2103870,3.0,14,2,Vaishnodevi
370,1366,2,690,2,Ready to Move,2,8,3696,2550240,2.0,7,1,Orchid
371,1367,1,582,1,Ready to Move,1,4,2891,1682562,2.0,10,2,Dindoli
372,1368,2,1127,1,Ready to Move,1,3,3851,4340077,6.0,19,2,Shiv
373,1369,2,1533,1,Ready to Move,1,3,2740,4200420,5.0,13,3,Kelly
374,1373,1,700,1,Ready to Move,1,3,3361,2352700,4.0,12,2,Jahangirabad
375,1374,1,732,1,Ready to Move,1,3,3300,2415600,6.0,13,2,Jahangirabad
376,1375,2,1145,1,Poss. by Jan '25,1,5,2620,2999900,3.0,7,2,Dindoli
377,1376,1,635,1,Ready to Move,1,3,3377,2144395,7.0,13,2,Bhesan
378,1378,2,1156,1,Ready to Move,1,8,4109,4750004,9.0,13,2,Aagam
379,1380,2,1250,2,Ready to Move,1,3,3360,4200000,8.0,13,2,Devshree
380,1381,2,1256,2,Ready to Move,2,5,2727,3425112,8.0,13,2,JT
381,1383,2,1170,2,Ready to Move,1,3,3350,3919500,6.0,13,2,Swicon
382,1384,2,1219,2,Ready to Move,1,3,3600,4388400,6.0,13,2,Nakshatra
383,1386,2,997,2,Ready to Move,2,3,2859,2850423,7.0,13,1,Palanpur
384,1387,2,950,2,Ready to Move,2,3,3706,3520700,2.0,5,2,LP
385,1388,1,1500,1,Ready to Move,1,3,2941,4411500,,2,3,in
386,1389,2,1200,2,Ready to Move,3,3,3417,4100400,6.0,13,2,Palanpur
387,1391,1,900,2,Ready to Move,1,8,4034,3630600,9.0,19,2,Shiv
388,1392,2,1385,1,Ready to Move,1,3,3466,4800410,8.0,13,3,"Penttagon,"
389,1393,1,600,1,Ready to Move,1,3,2896,1737600,4.0,10,2,Dindoli
390,1394,2,1190,1,Ready to Move,1,3,3450,4105500,6.0,13,2,Swicon
391,1397,1,1090,1,Poss. by Jun '25,1,3,2983,3251470,,1,3,in
392,1398,1,420,1,Ready to Move,1,8,3600,1512000,8.0,10,1,Palanpur
393,1399,1,704,1,Ready to Move,1,8,3164,2227456,7.0,14,2,Jahangir
394,1400,2,1645,1,Poss. by Jan '25,1,5,2650,4359250,5.0,11,3,Dindoli
395,1401,1,747,2,Ready to Move,2,3,2696,2013912,4.0,5,2,Jahangirabad
396,1403,2,1204,1,Poss. by Dec '24,1,8,3650,4394600,5.0,14,2,Sumerru
397,1406,2,1190,2,Ready to Move,2,1,3950,4700500,5.0,14,2,The
398,1407,2,1178,1,Poss. by Jul '24,1,3,3065,3610570,5.0,14,2,Ramaa
399,1408,2,735,1,Poss. by Dec '24,1,3,3500,2572500,6.0,13,1,Swicon
400,1409,1,707,2,Ready to Move,1,3,3602,2546614,6.0,13,2,Nakshatra
401,1410,2,1150,2,Ready to Move,2,3,3478,3999700,4.0,5,2,Rajhans
402,1413,2,1150,2,Ready to Move,3,3,3130,3599500,5.0,13,2,Jahangirabad
403,1415,1,950,2,Ready to Move,1,8,3473,3299350,9.0,15,2,Green
404,1416,2,1350,2,Ready to Move,2,3,2741,3700350,3.0,5,3,Shri
405,1417,1,760,1,Ready to Move,1,3,2276,1729760,,1,2,in
406,1418,2,1120,1,Ready to Move,1,3,4151,4649120,2.0,2,2,The
407,1421,1,920,1,Poss. by Jun '25,1,3,2229,2050680,,1,2,in
408,1422,1,700,1,Ready to Move,3,8,3700,2590000,1.0,7,2,Pal
409,1423,1,645,1,Ready to Move,1,3,3087,1991115,4.0,13,2,Jahangirabad
410,1424,2,813,1,Poss. by Dec '25,1,5,3507,2851191,8.0,14,1,dream
411,1425,1,706,1,Poss. by Apr '25,1,3,3016,2129296,9.0,14,2,Jahangirabad
412,1427,2,1168,1,Ready to Move,1,3,4000,4672000,5.0,14,2,Griva
413,1429,2,1219,2,Ready to Move,1,3,3363,4099497,6.0,13,2,Nakshatra
414,1430,2,1191,2,Ready to Move,1,5,3023,3600393,4.0,5,2,Divine
415,1431,2,1127,2,Ready to Move,1,3,3993,4500111,16.0,19,2,Shiv
416,1432,2,650,2,Ready to Move,3,3,3385,2200250,5.0,12,1,Shayona
417,1433,2,1219,2,Ready to Move,1,3,3600,4388400,6.0,13,2,Nakshatra
418,1434,2,1219,2,Ready to Move,2,3,3610,4400590,7.0,13,2,Nakshatra
419,1437,2,1300,2,Ready to Move,3,3,3308,4300400,7.0,13,2,Palanpur
420,1438,2,1180,2,Ready to Move,2,1,3220,3799600,5.0,5,2,Jahangirabad
421,1439,2,1285,2,Ready to Move,2,3,3813,4899705,12.0,14,2,Anand
422,1440,1,434,1,Ready to Move,1,4,2692,1168328,8.0,8,1,Dindoli
423,1441,2,1173,2,Ready to Move,3,3,4092,4799916,13.0,14,2,Santvan
424,1443,1,1500,1,Poss. by May '25,1,3,2834,4251000,,1,3,in
425,1444,1,900,2,Ready to Move,2,7,3024,2721600,6.0,13,3,Green
426,1445,1,687,1,Ready to Move,1,3,3647,2505489,5.0,14,2,Jahangirabad
427,1446,2,719,1,Poss. by Jan '25,1,5,2282,1640758,3.0,7,1,Dindoli
428,1447,1,367,1,Ready to Move,1,3,3781,1387627,14.0,14,1,Ramaa
429,1450,2,1385,1,Ready to Move,1,3,3610,4999850,4.0,13,3,"Penttagon,"
430,1451,2,1219,2,Ready to Move,1,5,3445,4199455,5.0,13,2,Nakshatra
431,1452,2,1127,2,Ready to Move,1,3,3985,4491095,18.0,19,2,Shiv
432,1453,2,1205,2,Ready to Move,1,8,3611,4351255,8.0,14,2,Siddhi
433,1454,2,1219,2,Ready to Move,1,3,3619,4411561,6.0,13,2,Nakshatra
434,1455,2,1233,2,Ready to Move,3,3,3974,4899942,1.0,10,2,Shubham
435,1457,1,900,2,Ready to Move,2,2,3067,2760300,5.0,5,3,Palanpur
436,1458,2,1266,2,Ready to Move,3,8,2844,3600504,6.0,12,2,Palanpur
437,1459,2,1125,2,Ready to Move,2,1,2933,3299625,5.0,5,2,Palanpur
438,1460,2,1252,2,Ready to Move,1,3,2875,3599500,5.0,13,2,Shyam
439,1461,1,434,1,Ready to Move,1,3,2692,1168328,8.0,8,1,Dindoli
440,1464,1,600,2,Ready to Move,1,5,3956,2373600,7.0,14,2,Green
441,1465,1,558,2,Ready to Move,1,3,3202,1786716,,14,2,Green
442,1466,2,1045,2,Ready to Move,3,5,3254,3400430,7.0,8,2,Dindoli
443,1467,1,710,1,Ready to Move,1,3,4196,2979160,1.0,13,2,Green
444,1470,2,1178,1,Ready to Move,2,3,3650,4299700,9.0,13,2,Ambica
445,1471,2,1050,2,Ready to Move,1,5,3429,3600450,3.0,5,2,Orchid
446,1472,2,1219,2,Ready to Move,1,3,3624,4417656,6.0,13,2,Nakshatra
447,1473,2,1180,2,Ready to Move,1,3,3475,4100500,4.0,5,2,Divine
448,1475,1,1500,1,Ready to Move,1,3,2948,4422000,,2,3,in
449,1476,2,1295,2,Ready to Move,3,7,3707,4800565,6.0,13,2,Palanpur
450,1478,2,1180,2,Ready to Move,1,3,3644,4299920,9.0,13,2,Orchid
451,1479,1,428,1,Ready to Move,1,2,2695,1153460,8.0,8,1,Dindoli
452,1482,1,1600,1,Ready to Move,1,5,3286,5257600,,2,3,in
453,1483,1,688,1,Ready to Move,1,3,3994,2747872,2.0,13,2,Shyam
454,1484,1,700,1,Ready to Move,3,3,2976,2083200,3.0,11,2,Althan
455,1486,1,422,2,Ready to Move,1,3,4462,1882964,4.0,5,1,Orchid
456,1487,2,1505,2,Ready to Move,1,8,3056,4599280,6.0,12,3,Green
457,1488,2,1251,2,Ready to Move,3,3,2839,3551589,8.0,12,2,Sangini
458,1489,1,1500,1,Ready to Move,1,3,2967,4450500,,2,3,in
459,1490,2,751,2,Ready to Move,3,3,3196,2400196,6.0,13,1,Jahangirabad
460,1491,2,1110,2,Ready to Move,2,8,3784,4200240,3.0,5,2,Green
461,1492,1,600,2,Ready to Move,1,6,3462,2077200,7.0,12,2,Green
462,1493,1,815,1,Ready to Move,1,3,2458,2003270,,2,2,in
463,1496,2,1143,1,Ready to Move,1,5,2582,2951226,5.0,10,2,Dindoli
464,1497,2,650,2,Ready to Move,1,3,4462,2900300,4.0,5,1,Orchid
465,1501,2,1651,1,Poss. by Jan '25,1,3,4101,6770751,6.0,14,3,Santvan
466,1502,1,929,1,Poss. by Feb '26,1,3,3681,3419649,5.0,13,3,Bamroli
467,1503,1,832,1,Poss. by Mar '26,1,3,3749,3119168,8.0,14,3,Bamroli
468,1504,2,1651,1,Ready to Move,1,3,4240,7000240,6.0,14,3,Palanpur
469,1506,2,1351,1,Poss. by Apr '25,1,8,4251,5743101,5.0,13,2,Pal
470,1508,1,925,1,Poss. by Dec '25,1,3,3400,3145000,3.0,14,3,Palanpur
471,1509,1,721,1,Poss. by Jun '24,1,3,4249,3063529,7.0,14,2,Palanpur
472,1510,2,1651,1,Poss. by Jun '25,1,3,4100,6769100,5.0,13,3,Santvan
473,1513,2,1861,1,Poss. by Dec '24,1,3,4250,7909250,5.0,13,3,Santvan
474,1514,1,1000,2,Poss. by Dec '24,1,8,3951,3951000,9.0,14,3,Santvan
475,1516,2,1000,2,Ready to Move,1,1,9000,9000000,2.0,4,4,in
476,1517,1,1600,2,Ready to Move,1,3,2800,4480000,1.0,1,3,in
477,1519,1,850,2,Ready to Move,1,3,7353,6250050,1.0,2,3,in
478,1521,1,900,2,Ready to Move,2,3,4333,3899700,1.0,9,2,Althan
479,1522,2,1773,1,Ready to Move,1,3,4250,7535250,8.0,14,3,Bhimrad
480,1524,2,1651,1,Poss. by Dec '24,1,8,4200,6934200,5.0,14,3,Santvan
481,1525,2,1540,2,Ready to Move,3,5,3896,5999840,3.0,14,3,Palanpur
482,1526,2,1389,1,Poss. by Dec '26,1,3,4860,6750540,8.0,13,2,Vesu
483,1527,1,665,2,Poss. by Jun '25,1,8,4257,2830905,4.0,13,2,Gauravpath
484,1529,2,1389,1,Poss. by Dec '25,1,8,4851,6738039,5.0,13,2,Vesu
485,1530,2,1050,2,Ready to Move,3,3,5238,5499900,7.0,12,3,Piplod
486,1531,2,1305,1,Poss. by Jun '26,1,3,3851,5025555,4.0,13,2,Althan
487,1536,2,1445,1,Poss. by Dec '24,1,3,3500,5057500,7.0,14,2,Godadara
488,1537,2,1750,1,Ready to Move,1,3,3486,6100500,4.0,13,3,Jahangirabad
489,1538,2,1326,2,Ready to Move,1,6,3846,5099796,1.0,15,2,Pal
490,1539,2,1209,1,Ready to Move,1,8,4200,5077800,9.0,14,2,Palanpur
491,1540,2,1630,2,Ready to Move,1,8,3129,5100270,2.0,12,3,Pal
492,1541,2,1767,2,Ready to Move,3,3,4471,7900257,4.0,12,3,Adajan
493,1542,1,1250,2,Ready to Move,2,8,4550,5687500,7.0,12,3,Pal
494,1543,2,1651,1,Poss. by Sep '24,1,3,4100,6769100,7.0,13,3,Santvan
495,1544,1,1105,2,Ready to Move,1,3,4956,5476380,7.0,10,3,Piplod
496,1546,2,1354,2,Ready to Move,3,3,3988,5399752,5.0,12,2,Citylight
497,1547,2,1900,1,Poss. by Dec '24,1,3,2800,5320000,7.0,14,3,Dindoli
498,1548,2,1320,1,Poss. by Nov '25,1,8,3973,5244360,10.0,20,2,Palanpur
499,1553,2,1861,1,Poss. by Feb '25,1,3,4299,8000439,7.0,13,3,Palanpur
500,1554,2,1340,2,Ready to Move,2,3,4179,5599860,1.0,14,2,sanctum
501,1556,1,1500,2,Ready to Move,2,2,13393,20089500,1.0,2,2,in
502,1557,1,935,1,Ready to Move,1,5,4888,4570280,8.0,13,3,Vesu
503,1559,2,1650,2,Ready to Move,1,3,4242,6999300,2.0,13,2,Pal
504,1560,1,850,2,Ready to Move,2,3,4385,3727250,6.0,12,2,Parley
505,1561,2,1206,1,Poss. by Nov '25,1,3,4271,5150826,6.0,14,2,Pal
506,1567,1,160,2,Ready to Move,3,3,7905,1264800,1.0,1,3,in
507,1568,1,1820,1,Ready to Move,3,2,3846,6999720,1.0,7,3,Adajan
508,1572,1,1425,2,Ready to Move,3,3,5217,7434225,6.0,10,3,Parley
509,1573,2,700,2,Ready to Move,3,3,8571,5999700,,2,2,in
510,1575,2,1350,2,Ready to Move,1,3,5926,8000100,1.0,3,2,Piplod
511,1576,2,1585,2,Ready to Move,3,3,4101,6500085,1.0,7,3,WESTERN
512,1577,2,1280,2,Ready to Move,2,3,3984,5099520,5.0,13,2,Western
513,1580,2,82,2,Ready to Move,3,6,9630,789660,1.0,2,3,in
514,1584,1,1450,2,Ready to Move,3,5,5000,7250000,6.0,11,2,Athawa
515,1588,2,1775,2,Ready to Move,2,4,4056,7199400,,2,4,in
516,1590,1,1650,2,Ready to Move,2,3,4000,6600000,8.0,9,4,Rajworld
517,1595,1,1048,2,Ready to Move,1,3,4611,4832328,3.0,13,3,Althan
518,1596,1,72,1,Ready to Move,1,3,112500,8100000,,2,3,in
519,1600,1,385,2,Ready to Move,1,1,4413,1699005,2.0,2,2,in
520,1602,2,74,2,Ready to Move,2,3,11299,836126,,3,8,in
521,1605,2,1750,2,Ready to Move,3,8,4857,8499750,2.0,10,3,Suryoday
522,1624,2,2121,2,Ready to Move,3,1,4243,8999403,4.0,8,3,Adajan
523,1627,2,1276,1,Ready to Move,1,3,4052,5170352,5.0,12,2,Althan
524,1628,2,1865,1,Poss. by Dec '24,1,3,4863,9069495,8.0,13,3,Eco
525,1630,2,1805,2,Ready to Move,1,3,4321,7799405,7.0,13,3,Swagat
526,1631,2,1260,2,Ready to Move,3,3,6587,8299620,1.0,1,2,in
527,1632,1,1001,2,Ready to Move,1,4,4553,4557553,12.0,14,3,Capital
528,1634,2,1960,2,Ready to Move,1,3,3852,7549920,2.0,14,3,Shreehans
529,1637,2,1515,2,Ready to Move,1,3,4290,6499350,3.0,5,3,Shreepad
530,1638,2,1210,2,Ready to Move,3,3,5785,6999850,11.0,14,2,Keshav
531,1639,1,1205,2,Ready to Move,1,4,4052,4882660,11.0,11,3,Swagat
532,1643,2,1294,2,Poss. by Dec '24,1,3,5023,6499762,4.0,13,2,Mahaveer
533,1645,2,1311,1,Poss. by Dec '25,1,3,4251,5573061,7.0,13,2,Pramukh
534,1649,1,813,1,Ready to Move,1,3,4157,3379641,10.0,13,2,Santvan
535,1659,2,1115,2,Ready to Move,1,2,5381,5999815,,1,3,in
536,1661,2,1935,2,Ready to Move,1,3,3101,6000435,1.0,2,3,in
537,1664,2,1264,2,Ready to Move,1,3,4351,5499664,13.0,14,2,Sai
538,1676,2,1250,2,Ready to Move,3,3,4681,5851250,8.0,14,2,Orchid
539,1679,2,2400,2,Ready to Move,3,3,4167,10000800,8.0,8,3,Nandini
540,1690,1,1400,2,Ready to Move,2,3,3735,5229000,6.0,13,3,Gothic
541,1691,2,1391,1,Poss. by Jun '24,1,8,4673,6500143,6.0,12,2,Meera
542,1695,2,98,2,Ready to Move,1,4,10998,1077804,1.0,2,4,in
543,1696,2,1650,2,Ready to Move,2,3,3455,5700750,,2,4,in
544,1708,2,1575,2,Ready to Move,1,5,3492,5499900,10.0,12,3,Pal
545,1725,1,1800,2,Ready to Move,3,1,3922,7059600,10.0,13,4,Vaishnodevi
546,1726,2,1650,2,Ready to Move,3,3,4242,6999300,1.0,5,3,Aagam
547,1730,2,1404,2,Ready to Move,3,3,4630,6500520,3.0,11,3,Bilvam
548,1740,1,1632,2,Ready to Move,3,4,4500,7344000,,2,5,in
549,1747,2,1857,2,Ready to Move,2,5,4470,8300790,7.0,15,3,Nakshatra
550,1749,1,950,2,Ready to Move,2,3,3600,3420000,1.0,5,3,Rajhans
551,1750,2,1700,2,Ready to Move,2,3,3265,5550500,2.0,3,3,in
552,1752,2,1433,2,Ready to Move,3,6,4885,7000205,5.0,13,3,Suryam
553,1770,1,1700,2,Ready to Move,1,8,5500,9350000,8.0,12,3,Indralok
554,1773,1,700,2,Ready to Move,2,3,4437,3105900,11.0,14,2,Sai
555,1788,1,1600,2,Ready to Move,3,5,6219,9950400,13.0,13,3,Rajhans
556,1790,2,1650,1,Ready to Move,3,8,3091,5100150,2.0,4,3,Piplod
557,1792,1,1150,2,Ready to Move,3,3,5000,5750000,1.0,12,3,Avadh
558,1796,2,1250,2,Ready to Move,2,3,4400,5500000,10.0,13,2,Rajhans
559,1799,1,1050,2,Ready to Move,3,3,4114,4319700,5.0,7,2,Athwa
560,1802,2,864,2,Ready to Move,2,1,9259,7999776,,5,2,in
561,1807,2,1280,2,Ready to Move,2,3,4297,5500160,1.0,13,2,Adajan
562,1812,1,4000,1,Ready to Move,3,7,1375,5500000,1.0,2,2,in
563,1818,2,1185,2,Ready to Move,1,7,4641,5499585,9.0,10,2,Neelkamal
564,1819,1,1205,2,Ready to Move,3,5,6500,7832500,1.0,13,2,Raghuvir
565,1827,1,927,2,Ready to Move,3,4,3609,3345543,2.0,5,3,Palanpur
566,1835,2,2100,2,Ready to Move,1,8,4571,9599100,9.0,12,3,Siddhi
567,1837,2,1775,2,Poss. by Oct '24,1,3,5352,9499800,6.0,13,3,Raghuvir
568,1848,1,1575,2,Ready to Move,1,3,5079,7999425,1.0,2,4,in
569,1850,2,1400,2,Poss. by Oct '25,1,3,4500,6300000,2.0,13,2,Avadh
570,1855,1,2500,2,Poss. by Dec '24,1,3,3400,8500000,,4,4,Surat
571,1869,2,1900,2,Ready to Move,3,3,4737,9000300,,2,5,in
572,1877,1,1000,2,Ready to Move,2,3,3179,3179000,2.0,2,3,in
573,1878,1,1315,2,Ready to Move,2,3,4419,5810985,1.0,12,3,Happy
574,1882,2,2111,2,Poss. by Dec '26,1,1,4548,9600828,5.0,13,3,Pramukh
575,1889,1,710,2,Ready to Move,3,3,5207,3696970,13.0,13,2,Althan
576,1894,2,1260,2,Ready to Move,3,3,5159,6500340,,1,4,in
577,1895,2,1417,2,Ready to Move,3,3,6704,9499568,8.0,10,3,Navpad
578,1897,1,900,2,Ready to Move,1,3,3959,3563100,1.0,12,3,S
579,1901,2,1800,2,Ready to Move,2,3,3611,6499800,9.0,9,3,Rajlaxmi
580,1907,2,1775,2,Ready to Move,1,8,4789,8500475,6.0,12,3,Vesu
581,1911,2,1755,2,Ready to Move,2,3,4501,7899255,7.0,11,3,Aagam
582,1916,1,1200,2,Ready to Move,3,5,4848,5817600,5.0,5,3,Aagam
583,1924,1,1609,2,Ready to Move,1,4,3480,5599320,12.0,13,3,Nakshatra
584,1930,1,670,2,Ready to Move,1,7,4393,2943310,6.0,15,2,Swagat
585,1932,2,1566,2,Ready to Move,1,7,5875,9200250,7.0,9,3,Aagam
586,1933,1,935,1,Ready to Move,3,3,5628,5262180,7.0,13,3,Shreepad
587,1934,2,1300,2,Ready to Move,2,3,4615,5999500,8.0,10,3,Adarsh
588,1935,1,1150,2,Ready to Move,2,4,4457,5125550,11.0,12,3,Siddhi
589,1940,2,2200,2,Ready to Move,1,5,2727,5999400,,2,3,in
590,1943,1,1130,2,Ready to Move,2,6,4867,5499710,3.0,3,3,Madhav
591,1944,1,822,2,Ready to Move,3,4,5474,4499628,,4,3,Atopnagar
592,1947,1,920,2,Ready to Move,3,7,4422,4068240,5.0,12,3,Saroli
593,1948,1,1850,2,Ready to Move,1,7,3837,7098450,3.0,4,3,Sai
594,1949,2,1630,2,Ready to Move,3,3,3988,6500440,5.0,13,3,Nakshatra
595,1955,1,750,2,Ready to Move,3,5,4640,3480000,9.0,14,2,Vacanza
596,1957,2,1307,2,Ready to Move,1,5,4171,5451497,12.0,13,2,Soham
597,1960,1,796,2,Ready to Move,3,8,4027,3205492,8.0,11,2,Nest
598,1963,2,1311,2,Poss. by Nov '25,1,3,4577,6000447,,4,2,Pramukh
599,1964,2,1805,2,Ready to Move,1,3,4598,8299390,13.0,15,3,Swagat
600,1976,1,1200,2,Ready to Move,3,1,4706,5647200,1.0,11,3,Surbhi
601,1980,2,1520,2,Ready to Move,2,4,4079,6200080,,2,3,in
602,1981,1,1220,2,Ready to Move,3,3,6328,7720160,3.0,3,3,Jamna
603,1985,1,1092,2,Ready to Move,3,3,4500,4914000,3.0,4,3,Divya
604,1990,2,2200,2,Ready to Move,2,3,3409,7499800,3.0,3,3,in
605,1992,2,760,2,Ready to Move,1,3,9211,7000360,2.0,3,4,in
606,1996,1,933,2,Ready to Move,3,3,4195,3913935,12.0,13,3,Nakshatra
607,1997,1,1700,2,Ready to Move,1,1,5389,9161300,,2,5,in
608,1999,2,1325,2,Ready to Move,3,8,4604,6100300,1.0,11,2,Citylight
609,2000,1,950,2,Ready to Move,2,5,4500,4275000,2.0,11,3,Vastu
610,2006,2,1493,1,Ready to Move,3,3,4689,7000677,6.0,13,3,Katar
611,2010,1,1000,2,Ready to Move,2,8,4361,4361000,6.0,13,3,Bhimrad
612,2011,1,1375,2,Ready to Move,3,3,4509,6199875,11.0,12,2,Ratna
613,2013,1,1800,2,Ready to Move,1,5,3208,5774400,9.0,10,3,Pratishatha
614,2027,1,1065,2,Ready to Move,3,3,3791,4037415,7.0,11,3,Sai
615,2035,1,1500,2,Ready to Move,1,4,10000,15000000,,1,1,in
616,2037,1,1812,1,Ready to Move,2,1,3587,6499644,2.0,13,3,Green
617,2038,2,1650,1,Ready to Move,1,8,5000,8250000,3.0,12,3,Mota
618,2043,1,900,1,Ready to Move,1,1,5455,4909500,10.0,10,2,Ambica
619,2044,2,2200,2,Ready to Move,3,4,4091,9000200,,3,6,in
620,2047,1,1060,1,Ready to Move,3,3,4800,5088000,3.0,9,2,Parley
621,2048,1,1200,2,Ready to Move,2,3,3937,4724400,3.0,5,3,Adajan
622,2049,2,1800,2,Ready to Move,3,4,3778,6800400,,1,2,in
623,2050,1,1056,2,Ready to Move,2,3,4185,4419360,7.0,10,3,Magdalla
624,2052,1,1900,2,Ready to Move,3,5,4381,8323900,2.0,10,3,Anand
625,2057,1,934,2,Ready to Move,3,3,4380,4090920,7.0,12,2,Althan
626,2059,1,1080,2,Ready to Move,1,3,10802,11666160,1.0,2,3,in
627,2061,1,1374,2,Ready to Move,2,2,4106,5641644,4.0,5,4,Althan
628,2063,2,1600,2,Ready to Move,3,8,4062,6499200,2.0,5,3,in
629,2074,2,1230,1,Ready to Move,2,8,4146,5099580,13.0,13,2,Althan
630,2088,2,1351,1,Poss. by Apr '26,1,3,4351,5878201,6.0,14,2,Palanpur
631,2089,1,1170,2,Ready to Move,1,4,4180,4890600,4.0,10,3,Pal
632,2090,1,1512,1,Poss. by Dec '25,1,3,3915,5919480,,2,3,in
633,2091,2,1861,1,Ready to Move,1,3,4299,8000439,6.0,14,3,Palanpur
634,2093,2,1751,1,Poss. by Apr '25,1,3,4251,7443501,6.0,13,3,Pal
635,2095,1,900,1,Poss. by Dec '25,1,3,3450,3105000,3.0,14,3,Palanpur
636,2096,1,697,1,Poss. by May '25,1,3,4291,2990827,6.0,14,2,Palanpur
637,2097,2,2097,1,Poss. by Dec '26,1,3,4751,9962847,7.0,13,3,Sangini
638,2098,2,2041,1,Poss. by Dec '24,1,3,4250,8674250,5.0,13,3,Sangath
639,2099,1,950,2,Ready to Move,1,8,4123,3916850,9.0,12,2,Palanpur
640,2102,1,85,2,Ready to Move,1,3,8529,724965,,2,3,in
641,2104,2,1994,1,Ready to Move,1,3,4554,9080676,10.0,14,3,Bhimrad
642,2106,2,1598,1,Ready to Move,1,8,3317,5300566,6.0,14,3,Palanpur
643,2107,2,1518,2,Ready to Move,2,5,3623,5499714,5.0,13,3,Nakshatra
644,2108,2,1800,2,Ready to Move,1,3,3333,5999400,8.0,12,3,Kakadia
645,2109,2,2400,2,Ready to Move,1,3,2708,6499200,,2,4,in
646,2111,2,1400,1,Poss. by Apr '25,1,8,4500,6300000,5.0,12,2,Avadh
647,2113,2,1757,1,Poss. by May '26,1,3,3851,6766207,5.0,13,3,Althan
648,2115,2,1566,2,Ready to Move,2,6,3321,5200686,9.0,12,3,Stuti
649,2116,1,1085,1,Poss. by Jan '25,1,8,3600,3906000,7.0,14,3,Godadara
650,2117,2,1680,1,Ready to Move,1,3,3512,5900160,6.0,13,3,Jahangir
651,2119,2,1644,1,Ready to Move,1,3,3551,5837844,7.0,14,3,Jahangirabad
652,2121,2,1845,2,Ready to Move,3,3,4661,8599545,11.0,14,3,Adajan
653,2122,1,715,2,Ready to Move,3,3,4815,3442725,7.0,13,2,Palanpur
654,2123,2,1872,1,Poss. by Mar '25,1,3,4545,8508240,7.0,13,3,Pal
655,2124,1,763,2,Ready to Move,3,3,6839,5218157,9.0,12,2,Rajhans
